ZOMET_IRONI,SEMEL_YISHUV,total_rows,total_accidents,fatal_accidents,severe_accidents,light_accidents,PK_TEUNA_FIKT,risk_score,CITY_NAME_EN
15820232,3000,2,1,0,2,0,2023040453,4,JERUSALEM
15840734,5000,2,1,0,2,0,2023004232,4,TEL AVIV - YAFO
15850725,5000,2,1,0,0,2,2023044767,2,TEL AVIV - YAFO
15920001,9000,2,1,0,0,2,2023044162,2,BE'ER SHEVA
15930724,5000,2,1,0,0,2,2023029134,2,TEL AVIV - YAFO
15990732,5000,2,1,0,0,2,2023089275,2,TEL AVIV - YAFO
16000732,5000,2,1,0,0,2,2023057570,2,TEL AVIV - YAFO
16080732,5000,2,1,0,0,2,2023010074,2,TEL AVIV - YAFO
16210711,5000,2,1,0,0,2,2023066140,2,TEL AVIV - YAFO
16240164,3000,2,1,0,0,2,2023074732,2,JERUSALEM
16270721,5000,2,1,0,0,2,2023073735,2,TEL AVIV - YAFO
16510424,4000,2,1,0,0,2,2023091666,2,HAIFA
16540221,5000,2,1,0,0,2,2023000404,2,TEL AVIV - YAFO
16630121,4000,2,1,0,0,2,2023052933,2,HAIFA
16660165,3000,2,1,0,0,2,2023037661,2,JERUSALEM
16720212,4000,3,1,0,3,0,2023019018,6,HAIFA
16740131,4000,3,1,0,0,3,2023031088,3,HAIFA
16980165,3000,2,1,0,0,2,2023068193,2,JERUSALEM
16990323,4000,3,1,0,0,3,2023093425,3,HAIFA
17000211,5000,3,1,0,3,0,2023038375,6,TEL AVIV - YAFO
17000742,4000,1,1,0,0,1,2023055376,1,HAIFA
17060212,5000,2,1,0,0,2,2023057382,2,TEL AVIV - YAFO
17070212,5000,2,1,0,0,2,2023086793,2,TEL AVIV - YAFO
17070621,4000,6,1,0,0,6,2023005342,8,HAIFA
17100616,4000,2,1,0,0,2,2023050620,2,HAIFA
17120213,5000,2,1,0,0,2,2023000772,2,TEL AVIV - YAFO
17150227,8600,2,1,0,0,2,2023047992,2,RAMAT GAN
17200001,7900,3,1,0,0,3,2023096631,3,PETAH TIQWA
17220001,7900,2,1,0,0,2,2023073265,2,PETAH TIQWA
17330001,7900,3,1,0,0,3,2023088002,3,PETAH TIQWA
17360001,7900,2,1,0,2,0,2023095460,4,PETAH TIQWA
17430225,5000,3,1,0,0,3,2023034890,3,TEL AVIV - YAFO
17440225,5000,4,1,0,0,4,2023085144,4,TEL AVIV - YAFO
17460001,7900,2,1,0,0,2,2023051298,2,PETAH TIQWA
17530232,4000,2,1,0,0,2,2023032982,2,HAIFA
17640554,5000,2,1,0,0,2,2023008459,2,TEL AVIV - YAFO
17670010,4000,2,1,0,2,0,2023020930,4,HAIFA
17680554,5000,2,1,0,0,2,2023006447,2,TEL AVIV - YAFO
17760005,8400,3,1,0,0,3,2023030854,3,REHOVOT
17800001,7200,2,1,0,0,2,2023073095,2,NES ZIYYONA
17800421,4000,4,1,0,0,4,2023070348,4,HAIFA
17800926,5000,2,1,0,2,0,2023028666,4,TEL AVIV - YAFO
17810032,7200,2,1,0,0,2,2023040202,2,NES ZIYYONA
17810060,7200,2,1,0,0,2,2023036967,2,NES ZIYYONA
17810189,7200,3,1,0,0,3,2023022940,3,NES ZIYYONA
17810220,7200,2,1,0,2,0,2023078473,4,NES ZIYYONA
17830424,4000,2,1,0,0,2,2023055593,2,HAIFA
17830926,5000,2,1,0,0,2,2023087688,2,TEL AVIV - YAFO
17890040,8400,3,1,0,0,3,2023046032,3,REHOVOT
17890122,8400,2,1,0,2,0,2023060606,4,REHOVOT
17890181,8400,2,1,0,0,2,2023067848,2,REHOVOT
17890289,8400,2,1,0,0,2,2023052210,2,REHOVOT
17970117,8600,3,1,0,0,3,2023009850,3,RAMAT GAN
17980412,4000,5,1,0,0,5,2023096645,5,HAIFA
18010924,5000,2,1,0,2,0,2023052972,4,TEL AVIV - YAFO
18040924,5000,2,1,0,0,2,2023087948,2,TEL AVIV - YAFO
18060001,8600,2,1,0,0,2,2023092128,2,RAMAT GAN
18060412,4000,4,1,0,0,4,2023055195,4,HAIFA
18110008,8300,3,1,0,0,3,2023052237,3,RISHON LEZIYYON
18130001,4000,1,1,0,0,1,2023041199,1,HAIFA
18150001,4000,2,1,0,0,2,2023058942,2,HAIFA
18170001,4000,1,1,0,1,0,2023022802,2,HAIFA
18240010,8300,2,1,0,0,2,2023018475,2,RISHON LEZIYYON
18310004,1034,2,1,0,0,2,2023063614,2,QIRYAT MAL'AKHI
18380039,4000,2,1,0,2,0,2023077282,4,HAIFA
18380089,4000,2,1,0,0,2,2023024770,2,HAIFA
18380099,4000,5,1,0,0,5,2023062791,5,HAIFA
18380186,4000,2,1,0,0,2,2023044243,2,HAIFA
18380252,4000,3,1,0,3,0,2023083525,6,HAIFA
18380271,4000,2,1,0,0,2,2023066022,2,HAIFA
18380303,4000,2,1,0,0,2,2023078486,2,HAIFA
18380346,4000,2,1,0,0,2,2023079772,2,HAIFA
18380365,4000,2,1,0,0,2,2023032222,2,HAIFA
18380370,4000,2,1,0,0,2,2023005833,2,HAIFA
18380618,4000,2,1,0,0,2,2023007202,2,HAIFA
18380699,4000,2,1,0,0,2,2023033747,2,HAIFA
18380717,4000,2,1,0,2,0,2023038751,4,HAIFA
18380742,4000,2,1,0,0,2,2023060429,2,HAIFA
18380810,4000,3,1,0,0,3,2023057337,3,HAIFA
18380868,4000,4,1,0,0,4,2023034696,4,HAIFA
18380937,5000,2,1,0,2,0,2023043474,4,TEL AVIV - YAFO
18380972,4000,2,1,0,0,2,2023051339,2,HAIFA
18380977,4000,1,1,0,1,0,2023098672,2,HAIFA
18380979,4000,2,1,0,0,2,2023006246,2,HAIFA
18380985,4000,2,1,0,0,2,2023077229,2,HAIFA
18380992,4000,2,1,0,0,2,2023048499,2,HAIFA
18540315,8300,4,1,0,0,4,2023074833,4,RISHON LEZIYYON
18590533,3000,2,1,0,0,2,2023087473,2,JERUSALEM
18610008,8300,2,1,0,2,0,2023018134,4,RISHON LEZIYYON
18810533,5000,2,1,0,0,2,2023045887,2,TEL AVIV - YAFO
19010136,8300,3,1,0,3,0,2023026939,6,RISHON LEZIYYON
19190931,5000,2,1,0,0,2,2023023807,2,TEL AVIV - YAFO
19270311,8300,4,1,0,4,0,2023069126,8,RISHON LEZIYYON
19520322,8300,2,1,0,2,0,2023067929,4,RISHON LEZIYYON
19520934,5000,2,1,0,0,2,2023038817,2,TEL AVIV - YAFO
19860322,8300,3,1,0,3,0,2023014403,6,RISHON LEZIYYON
20170001,8300,2,1,0,0,2,2023026077,2,RISHON LEZIYYON
20220001,8300,5,1,0,0,5,2023013904,5,RISHON LEZIYYON
20260001,8300,3,1,0,0,3,2023040258,3,RISHON LEZIYYON
20290001,8300,3,1,0,0,3,2023015648,3,RISHON LEZIYYON
20340001,8300,3,1,0,3,0,2023081853,6,RISHON LEZIYYON
20390008,8300,3,1,0,3,0,2023080473,6,RISHON LEZIYYON
20390339,8300,2,1,0,0,2,2023050106,2,RISHON LEZIYYON
20390352,8300,2,1,0,0,2,2023011716,2,RISHON LEZIYYON
20390613,8300,2,1,0,0,2,2023098425,2,RISHON LEZIYYON
20390661,8300,2,1,0,0,2,2023085101,2,RISHON LEZIYYON
20390678,8300,2,1,0,0,2,2023067656,2,RISHON LEZIYYON
20390779,8300,2,1,0,0,2,2023070448,2,RISHON LEZIYYON
20390833,8300,2,1,0,0,2,2023027742,2,RISHON LEZIYYON
20390849,8300,2,1,0,0,2,2023060075,2,RISHON LEZIYYON
20390894,8300,3,1,0,0,3,2023025788,3,RISHON LEZIYYON
20390902,8300,2,1,0,0,2,2023038921,2,RISHON LEZIYYON
20530725,5000,2,1,0,0,2,2023057466,2,TEL AVIV - YAFO
20820125,5000,2,1,0,0,2,2023039815,2,TEL AVIV - YAFO
20880113,5000,2,1,2,0,0,2023092248,6,TEL AVIV - YAFO
21220744,5000,2,1,0,2,0,2023049312,4,TEL AVIV - YAFO
21270744,5000,4,1,0,0,4,2023081664,4,TEL AVIV - YAFO
21810002,9700,2,1,0,0,2,2023018561,2,HOD HASHARON
21840002,9700,2,1,0,0,2,2023004503,2,HOD HASHARON
21860004,2650,2,1,0,0,2,2023062294,2,RAMAT HASHARON
22010007,9700,2,1,0,0,2,2023033831,2,HOD HASHARON
22090001,2650,2,1,0,2,0,2023007381,4,RAMAT HASHARON
22330933,5000,2,1,0,0,2,2023039062,2,TEL AVIV - YAFO
22430077,9700,2,1,0,0,2,2023044555,2,HOD HASHARON
22430116,9700,2,1,0,0,2,2023078905,2,HOD HASHARON
22430174,9700,2,1,0,0,2,2023064528,2,HOD HASHARON
22430250,9700,2,1,0,0,2,2023042791,2,HOD HASHARON
22480732,3000,3,1,0,0,3,2023068550,3,JERUSALEM
22610125,5000,2,1,0,0,2,2023035400,2,TEL AVIV - YAFO
23550121,5000,2,1,0,0,2,2023048618,2,TEL AVIV - YAFO
23670112,3000,2,1,0,0,2,2023024017,2,JERUSALEM
23770724,3000,1,1,0,0,1,2023090243,1,JERUSALEM
23850114,5000,2,1,0,0,2,2023073073,2,TEL AVIV - YAFO
23870532,5000,2,1,0,0,2,2023064060,2,TEL AVIV - YAFO
23910937,5000,2,1,0,2,0,2023049779,4,TEL AVIV - YAFO
23920122,5000,2,1,0,0,2,2023042349,2,TEL AVIV - YAFO
23920844,3000,2,1,0,0,2,2023061481,2,JERUSALEM
23940841,3000,4,1,0,0,4,2023078322,4,JERUSALEM
23960845,3000,3,1,0,0,3,2023074885,3,JERUSALEM
23990331,3000,3,1,0,0,3,2023062180,3,JERUSALEM
24010531,5000,2,1,0,2,0,2023034039,4,TEL AVIV - YAFO
24020251,3000,2,1,0,0,2,2023052898,2,JERUSALEM
24100832,3000,2,1,0,0,2,2023044800,2,JERUSALEM
24110844,3000,2,1,0,0,2,2023021005,2,JERUSALEM
24140826,5000,2,1,0,0,2,2023031136,2,TEL AVIV - YAFO
24180225,5000,3,1,0,0,3,2023004668,3,TEL AVIV - YAFO
24200942,5000,3,1,0,0,3,2023099036,3,TEL AVIV - YAFO
24240735,3000,3,1,0,0,3,2023027940,3,JERUSALEM
24310761,3000,2,1,0,0,2,2023041020,2,JERUSALEM
24320934,5000,2,1,0,2,0,2023074567,4,TEL AVIV - YAFO
24350531,5000,2,1,0,2,0,2023077674,4,TEL AVIV - YAFO
24380215,5000,2,1,0,2,0,2023042301,4,TEL AVIV - YAFO
24410661,3000,3,1,0,0,3,2023002456,3,JERUSALEM
24490713,3000,2,1,0,0,2,2023088884,2,JERUSALEM
24520714,3000,5,1,0,0,5,2023005893,5,JERUSALEM
24580541,3000,2,1,0,0,2,2023097886,2,JERUSALEM
24600214,5000,3,1,0,0,3,2023088312,3,TEL AVIV - YAFO
24630724,3000,4,1,0,0,4,2023025020,4,JERUSALEM
24650735,3000,2,1,0,0,2,2023082791,2,JERUSALEM
24750661,3000,2,1,0,0,2,2023084910,2,JERUSALEM
24800244,5000,2,1,0,0,2,2023026595,2,TEL AVIV - YAFO
24810211,3000,2,1,0,0,2,2023058207,2,JERUSALEM
24810225,5000,2,1,0,0,2,2023083481,2,TEL AVIV - YAFO
24820713,3000,3,1,0,0,3,2023011312,3,JERUSALEM
24880844,3000,2,1,0,0,2,2023075216,2,JERUSALEM
24900716,3000,2,1,0,2,0,2023066386,4,JERUSALEM
25070122,5000,2,1,0,0,2,2023039519,2,TEL AVIV - YAFO
25320223,3000,3,1,0,0,3,2023094006,3,JERUSALEM
25330223,3000,3,1,0,0,3,2023022411,3,JERUSALEM
25440222,5000,2,1,0,0,2,2023059949,2,TEL AVIV - YAFO
25520724,3000,2,1,0,0,2,2023063799,2,JERUSALEM
25570724,3000,2,1,0,2,0,2023078568,4,JERUSALEM
25630222,5000,3,1,0,0,3,2023060174,3,TEL AVIV - YAFO
25740943,5000,3,1,0,0,3,2023068111,3,TEL AVIV - YAFO
25750735,3000,3,1,0,0,3,2023052996,3,JERUSALEM
25760312,3000,2,1,0,0,2,2023084033,2,JERUSALEM
25810842,3000,2,1,0,0,2,2023023115,2,JERUSALEM
25820842,3000,3,1,0,0,3,2023037639,3,JERUSALEM
25840735,3000,2,1,0,2,0,2023065277,4,JERUSALEM
25950842,3000,5,1,0,0,5,2023087987,5,JERUSALEM
26110223,3000,2,1,0,2,0,2023086513,4,JERUSALEM
26330536,3000,2,1,0,0,2,2023099916,2,JERUSALEM
26480415,3000,2,1,0,0,2,2023036287,2,JERUSALEM
26820842,3000,2,1,0,2,0,2023029520,4,JERUSALEM
26830735,3000,2,1,0,0,2,2023081915,2,JERUSALEM
26940211,3000,2,1,0,0,2,2023089569,2,JERUSALEM
27730214,3000,3,1,0,0,3,2023054320,3,JERUSALEM
28050251,3000,2,1,0,0,2,2023070249,2,JERUSALEM
28080741,3000,2,1,0,2,0,2023065180,4,JERUSALEM
28130725,3000,3,1,0,3,0,2023091470,6,JERUSALEM
28420065,2640,2,1,0,0,2,2023049207,2,ROSH HAAYIN
28420243,2640,3,1,0,0,3,2023054692,3,ROSH HAAYIN
28420249,2640,2,1,0,0,2,2023099121,2,ROSH HAAYIN
28420251,2640,2,1,0,0,2,2023029660,2,ROSH HAAYIN
28440715,3000,3,1,0,0,3,2023052689,3,JERUSALEM
28670251,3000,2,1,0,2,0,2023076816,4,JERUSALEM
28690832,3000,4,1,0,0,4,2023008542,4,JERUSALEM
28740735,3000,4,1,0,0,4,2023028768,4,JERUSALEM
28780001,3000,2,1,0,0,2,2023024350,2,JERUSALEM
28830001,3000,2,1,0,0,2,2023069046,2,JERUSALEM
28970001,3000,3,1,0,0,3,2023067022,3,JERUSALEM
29210001,3000,2,1,0,0,2,2023071028,2,JERUSALEM
29330001,3000,2,1,0,0,2,2023015935,2,JERUSALEM
29610001,3000,2,1,0,0,2,2023084210,2,JERUSALEM
29670001,3000,2,1,0,0,2,2023043916,2,JERUSALEM
47840003,6300,3,1,0,0,3,2023087910,3,GIV'ATAYIM
47860028,6300,3,1,0,0,3,2023000679,3,GIV'ATAYIM
47860047,6300,2,1,0,0,2,2023047517,2,GIV'ATAYIM
52980001,5000,3,1,0,0,3,2023094659,3,TEL AVIV - YAFO
53000001,5000,2,1,0,0,2,2023029206,2,TEL AVIV - YAFO
60400943,5000,2,1,0,0,2,2023083982,2,TEL AVIV - YAFO
67750011,6100,2,1,0,0,2,2023059286,2,BENE BERAQ
67750026,6100,2,1,0,0,2,2023080529,2,BENE BERAQ
67750041,6100,3,1,0,0,3,2023013980,3,BENE BERAQ
67750068,6100,2,1,0,0,2,2023002841,2,BENE BERAQ
67750091,6100,1,1,0,0,1,2023080630,1,BENE BERAQ
67750100,6100,2,1,0,2,0,2023021445,4,BENE BERAQ
67750146,6100,2,1,0,0,2,2023086201,2,BENE BERAQ
67750173,6100,2,1,0,0,2,2023038887,2,BENE BERAQ
67760001,681,3,1,0,0,3,2023059492,3,GIV'AT SHEMU'EL
67780024,681,2,1,0,2,0,2023050280,4,GIV'AT SHEMU'EL
68150087,2620,2,1,0,0,2,2023086476,2,QIRYAT ONO
68150088,2620,2,1,0,0,2,2023037341,2,QIRYAT ONO
68150094,2620,3,1,0,0,3,2023071633,3,QIRYAT ONO
68150106,2620,2,1,0,0,2,2023033023,2,QIRYAT ONO
68150107,2620,2,1,0,0,2,2023018523,2,QIRYAT ONO
68150136,2620,2,1,0,0,2,2023017517,2,QIRYAT ONO
68880031,6200,3,1,0,0,3,2023040255,3,BAT YAM
80040125,5000,2,1,0,0,2,2023078748,2,TEL AVIV - YAFO
80130554,5000,2,1,0,0,2,2023044466,2,TEL AVIV - YAFO
80150397,5000,5,1,0,0,5,2023075981,5,TEL AVIV - YAFO
80150483,5000,4,1,0,4,0,2023000536,8,TEL AVIV - YAFO
80150502,5000,2,1,0,0,2,2023057265,2,TEL AVIV - YAFO
80150544,5000,2,1,0,0,2,2023021831,2,TEL AVIV - YAFO
80150574,5000,3,1,0,3,0,2023074005,6,TEL AVIV - YAFO
80150615,5000,1,1,0,0,1,2023088658,1,TEL AVIV - YAFO
80150679,5000,2,1,2,0,0,2023084727,6,TEL AVIV - YAFO
80150684,5000,2,1,0,0,2,2023050945,2,TEL AVIV - YAFO
80150765,5000,2,1,0,0,2,2023016921,2,TEL AVIV - YAFO
80150783,5000,2,1,0,0,2,2023021913,2,TEL AVIV - YAFO
80150879,5000,2,1,0,0,2,2023006437,2,TEL AVIV - YAFO
80150888,5000,2,1,0,2,0,2023094045,4,TEL AVIV - YAFO
80150917,5000,2,1,0,0,2,2023085587,2,TEL AVIV - YAFO
80150931,5000,3,1,0,0,3,2023020314,3,TEL AVIV - YAFO
80150944,5000,2,1,0,0,2,2023062592,2,TEL AVIV - YAFO
80151147,5000,2,1,0,0,2,2023021768,2,TEL AVIV - YAFO
80151220,5000,2,1,0,0,2,2023039158,2,TEL AVIV - YAFO
80151338,5000,2,1,0,0,2,2023059543,2,TEL AVIV - YAFO
80151401,5000,2,1,0,0,2,2023021536,2,TEL AVIV - YAFO
80151416,5000,2,1,0,2,0,2023024480,4,TEL AVIV - YAFO
80151491,5000,2,1,0,0,2,2023016424,2,TEL AVIV - YAFO
80151659,5000,2,1,0,0,2,2023084767,2,TEL AVIV - YAFO
80152037,5000,2,1,0,2,0,2023066560,4,TEL AVIV - YAFO
80230106,6200,2,1,0,2,0,2023073451,4,BAT YAM
80230140,6200,2,1,0,0,2,2023095769,2,BAT YAM
91980001,7300,3,1,0,0,3,2023010397,3,NAZARETH
91980244,7300,1,1,0,0,1,2023015944,1,NAZARETH
92870548,3000,2,1,0,2,0,2023063502,4,JERUSALEM
92870604,3000,2,1,0,0,2,2023050315,2,JERUSALEM
92870663,3000,2,1,0,0,2,2023023757,2,JERUSALEM
92870670,3000,2,1,0,0,2,2023007724,2,JERUSALEM
92870758,3000,1,1,0,1,0,2023076460,2,JERUSALEM
92870766,3000,2,1,0,0,2,2023051005,2,JERUSALEM
92870821,3000,3,1,0,0,3,2023086861,3,JERUSALEM
92870846,3000,3,1,0,0,3,2023066323,3,JERUSALEM
92870875,3000,2,1,0,0,2,2023012137,2,JERUSALEM
92870952,3000,2,1,0,0,2,2023061994,2,JERUSALEM
92870974,3000,2,1,0,0,2,2023050773,2,JERUSALEM
92871045,3000,2,1,0,0,2,2023076894,2,JERUSALEM
92871052,3000,2,1,0,0,2,2023050607,2,JERUSALEM
92871079,3000,2,1,0,2,0,2023002897,4,JERUSALEM
92871151,3000,2,1,0,2,0,2023071314,4,JERUSALEM
92871171,3000,2,1,0,0,2,2023027774,2,JERUSALEM
92871182,3000,4,1,0,0,4,2023084763,4,JERUSALEM
92871252,3000,4,1,0,4,0,2023070517,8,JERUSALEM
92871280,3000,2,1,0,0,2,2023036152,2,JERUSALEM
92871401,3000,2,1,0,0,2,2023041692,2,JERUSALEM
92871424,3000,2,1,0,0,2,2023083080,2,JERUSALEM
92871458,3000,2,1,0,0,2,2023058549,2,JERUSALEM
92871462,3000,2,1,0,0,2,2023040893,2,JERUSALEM
92871586,3000,2,1,0,0,2,2023006946,2,JERUSALEM
92872000,3000,2,1,0,0,2,2023084032,2,JERUSALEM
92872007,3000,3,1,0,0,3,2023081502,3,JERUSALEM
92872049,3000,3,1,0,0,3,2023047895,3,JERUSALEM
92872233,3000,5,1,0,5,0,2023074439,10,JERUSALEM
92872329,3000,5,1,0,0,5,2023059659,5,JERUSALEM
92872348,3000,5,1,0,0,5,2023098653,5,JERUSALEM
92872477,3000,2,1,0,2,0,2023079827,4,JERUSALEM
92872736,3000,2,1,0,0,2,2023030330,2,JERUSALEM
92872779,3000,1,1,0,0,1,2023025760,1,JERUSALEM
92872780,3000,2,1,0,0,2,2023089395,2,JERUSALEM
92872784,3000,2,1,0,0,2,2023050838,2,JERUSALEM
92872786,3000,2,1,0,2,0,2023042807,4,JERUSALEM
92872787,3000,3,1,0,0,3,2023004776,3,JERUSALEM
92872792,3000,2,1,0,0,2,2023075094,2,JERUSALEM
92872795,3000,2,1,0,0,2,2023008803,2,JERUSALEM
92872798,3000,2,1,0,0,2,2023088767,2,JERUSALEM
92872805,3000,2,1,0,0,2,2023002391,2,JERUSALEM
97710303,8600,4,1,0,0,4,2023060622,4,RAMAT GAN
97710478,8600,2,1,0,2,0,2023000970,4,RAMAT GAN
97710578,8600,2,1,0,0,2,2023046143,2,RAMAT GAN
98340042,9000,2,1,0,0,2,2023043681,2,BE'ER SHEVA
98340053,9000,2,1,0,0,2,2023016396,2,BE'ER SHEVA
98340097,9000,2,1,0,0,2,2023053960,2,BE'ER SHEVA
98340153,9000,2,1,0,0,2,2023008171,2,BE'ER SHEVA
98340219,9000,3,1,0,0,3,2023055691,3,BE'ER SHEVA
98340277,9000,3,1,3,0,0,2023083437,9,BE'ER SHEVA
98340593,9000,2,1,0,0,2,2023054730,2,BE'ER SHEVA
98340686,9000,2,1,0,0,2,2023092444,2,BE'ER SHEVA
98340723,9000,2,1,0,0,2,2023067764,2,BE'ER SHEVA
98340741,9000,4,1,0,0,4,2023022939,4,BE'ER SHEVA
98340746,9000,2,1,0,0,2,2023099686,2,BE'ER SHEVA
98340774,9000,4,1,0,0,4,2023027691,4,BE'ER SHEVA
98340901,9000,2,1,0,2,0,2023029732,4,BE'ER SHEVA
99970078,7900,2,1,0,0,2,2023049327,2,PETAH TIQWA
99970104,7900,2,1,0,0,2,2023086891,2,PETAH TIQWA
99970119,7900,3,1,0,0,3,2023037863,3,PETAH TIQWA
99970141,7900,2,1,0,2,0,2023022135,4,PETAH TIQWA
99970283,7900,2,1,0,0,2,2023082699,2,PETAH TIQWA
99970319,7900,2,1,0,0,2,2023011555,2,PETAH TIQWA
99970345,7900,4,1,0,0,4,2023098171,4,PETAH TIQWA
99970349,7900,2,1,0,0,2,2023043893,2,PETAH TIQWA
99970381,7900,2,1,0,0,2,2023015222,2,PETAH TIQWA
99970417,7900,2,1,0,0,2,2023078347,2,PETAH TIQWA
99970465,7900,2,1,0,0,2,2023092010,2,PETAH TIQWA
99970516,7900,2,1,0,0,2,2023097084,2,PETAH TIQWA
99970551,7900,2,1,0,0,2,2023016268,2,PETAH TIQWA
99970575,7900,2,1,0,0,2,2023065240,2,PETAH TIQWA
99970698,7900,1,1,1,0,0,2023053779,3,PETAH TIQWA
99970731,7900,2,1,0,0,2,2023023362,2,PETAH TIQWA
99970737,7900,2,1,0,2,0,2023067458,4,PETAH TIQWA
99999999,634,5,1,5,0,0,2023056738,15,KAFAR QASEM
